날짜,기준금리,CD(91일),KOFR(공시RFR),"무담보콜금리(1일, 전체거래)",경상수지(계절조정)
1999-12-14,4.75,7.25,,4.74,1021.5
1999-12-15,4.75,7.26,,4.78,1021.5
1999-12-16,4.75,7.29,,4.75,1021.5
1999-12-17,4.75,7.3,,4.84,1021.5
1999-12-18,4.75,,,,1021.5
1999-12-19,4.75,,,,1021.5
1999-12-20,4.75,7.3,,4.77,1021.5
1999-12-21,4.75,7.31,,4.8,1021.5
1999-12-22,4.75,7.31,,4.77,1021.5
1999-12-23,4.75,7.31,,4.75,1021.5
1999-12-24,4.75,7.32,,4.76,1021.5
1999-12-25,4.75,,,,1021.5
1999-12-26,4.75,,,,1021.5
1999-12-27,4.75,7.32,,4.78,1021.5
1999-12-28,4.75,7.35,,4.72,1021.5
1999-12-29,4.75,7.35,,4.73,1021.5
1999-12-30,4.75,7.34,,4.79,1021.5
1999-12-31,4.75,,,,1021.5
2000-01-01,4.75,,,,1461.5
2000-01-02,4.75,,,,1461.5
2000-01-03,4.75,,,,1461.5
2000-01-04,4.75,7.35,,4.69,1461.5
2000-01-05,4.75,7.37,,4.71,1461.5
2000-01-06,4.75,7.38,,4.78,1461.5
2000-01-07,4.75,7.38,,4.77,1461.5
2000-01-08,4.75,7.38,,4.78,1461.5
2000-01-09,4.75,,,,1461.5
2000-01-10,4.75,7.36,,4.72,1461.5
2000-01-11,4.75,7.36,,4.71,1461.5
2000-01-12,4.75,7.36,,4.73,1461.5
2000-01-13,4.75,7.35,,4.71,1461.5
2000-01-14,4.75,7.33,,4.83,1461.5
2000-01-15,4.75,7.33,,4.81,1461.5
2000-01-16,4.75,,,,1461.5
2000-01-17,4.75,7.31,,4.71,1461.5
2000-01-18,4.75,7.29,,4.74,1461.5
2000-01-19,4.75,7.25,,4.74,1461.5
2000-01-20,4.75,7.2,,4.76,1461.5
2000-01-21,4.75,7.2,,4.82,1461.5
2000-01-22,4.75,7.2,,4.79,1461.5
2000-01-23,4.75,,,,1461.5
2000-01-24,4.75,7.2,,4.77,1461.5
2000-01-25,4.75,7.2,,4.76,1461.5
2000-01-26,4.75,7.2,,4.79,1461.5
2000-01-27,4.75,7.2,,4.78,1461.5
2000-01-28,4.75,7.2,,4.82,1461.5
2000-01-29,4.75,7.2,,4.82,1461.5
2000-01-30,4.75,,,,1461.5
2000-01-31,4.75,7.2,,4.78,1461.5
2000-02-01,4.75,7.2,,4.76,15.9
2000-02-02,4.75,7.2,,4.79,15.9
2000-02-03,4.75,7.2,,4.77,15.9
2000-02-04,4.75,,,,15.9
2000-02-05,4.75,,,,15.9
2000-02-06,4.75,,,,15.9
2000-02-07,4.75,7.2,,4.78,15.9
2000-02-08,4.75,7.2,,4.78,15.9
2000-02-09,4.75,7.2,,4.81,15.9
2000-02-10,5.0,7.2,,5.04,15.9
2000-02-11,5.0,7.15,,5.12,15.9
2000-02-12,5.0,7.15,,5.11,15.9
2000-02-13,5.0,,,,15.9
2000-02-14,5.0,7.15,,5.06,15.9
2000-02-15,5.0,7.14,,5.05,15.9
2000-02-16,5.0,7.13,,5.05,15.9
2000-02-17,5.0,7.12,,5.06,15.9
2000-02-18,5.0,7.11,,5.14,15.9
2000-02-19,5.0,7.11,,5.12,15.9
2000-02-20,5.0,,,,15.9
2000-02-21,5.0,7.11,,5.12,15.9
2000-02-22,5.0,7.1,,5.06,15.9
2000-02-23,5.0,7.1,,5.06,15.9
2000-02-24,5.0,7.08,,5.06,15.9
2000-02-25,5.0,7.05,,5.12,15.9
2000-02-26,5.0,7.05,,5.12,15.9
2000-02-27,5.0,,,,15.9
2000-02-28,5.0,7.03,,5.09,15.9
2000-02-29,5.0,7.01,,5.07,15.9
2000-03-01,5.0,,,,302.8
2000-03-02,5.0,7.01,,5.08,302.8
2000-03-03,5.0,7.01,,5.13,302.8
2000-03-04,5.0,7.0,,5.09,302.8
2000-03-05,5.0,,,,302.8
2000-03-06,5.0,6.99,,5.11,302.8
2000-03-07,5.0,7.0,,5.07,302.8
2000-03-08,5.0,6.99,,5.11,302.8
2000-03-09,5.0,6.99,,5.09,302.8
2000-03-10,5.0,6.99,,5.12,302.8
2000-03-11,5.0,7.0,,5.12,302.8
2000-03-12,5.0,,,,302.8
2000-03-13,5.0,6.99,,5.11,302.8
2000-03-14,5.0,6.99,,5.1,302.8
2000-03-15,5.0,7.0,,5.1,302.8
2000-03-16,5.0,7.0,,5.09,302.8
2000-03-17,5.0,7.0,,5.13,302.8
2000-03-18,5.0,7.0,,5.11,302.8
2000-03-19,5.0,,,,302.8
2000-03-20,5.0,7.0,,5.09,302.8
2000-03-21,5.0,7.0,,5.11,302.8
2000-03-22,5.0,7.0,,5.08,302.8
2000-03-23,5.0,7.0,,5.06,302.8
2000-03-24,5.0,7.0,,5.11,302.8
2000-03-25,5.0,7.0,,5.14,302.8
2000-03-26,5.0,,,,302.8
2000-03-27,5.0,7.0,,5.08,302.8
2000-03-28,5.0,7.0,,5.05,302.8
2000-03-29,5.0,7.0,,5.06,302.8
2000-03-30,5.0,7.0,,5.05,302.8
2000-03-31,5.0,7.01,,5.05,302.8
2000-04-01,5.0,7.0,,5.01,-428.0
2000-04-02,5.0,,,,-428.0
2000-04-03,5.0,7.0,,5.09,-428.0
2000-04-04,5.0,7.0,,5.08,-428.0
2000-04-05,5.0,,,,-428.0
2000-04-06,5.0,7.0,,5.08,-428.0
2000-04-07,5.0,7.0,,5.06,-428.0
2000-04-08,5.0,7.0,,5.04,-428.0
2000-04-09,5.0,,,,-428.0
2000-04-10,5.0,7.01,,5.1,-428.0
2000-04-11,5.0,7.0,,5.11,-428.0
2000-04-12,5.0,7.02,,5.11,-428.0
2000-04-13,5.0,,,,-428.0
2000-04-14,5.0,7.05,,5.04,-428.0
2000-04-15,5.0,7.07,,5.08,-428.0
2000-04-16,5.0,,,,-428.0
2000-04-17,5.0,7.09,,5.09,-428.0
2000-04-18,5.0,7.1,,5.11,-428.0
2000-04-19,5.0,7.1,,5.09,-428.0
2000-04-20,5.0,7.1,,5.11,-428.0
2000-04-21,5.0,7.1,,5.12,-428.0
2000-04-22,5.0,7.1,,5.06,-428.0
2000-04-23,5.0,,,,-428.0
2000-04-24,5.0,7.1,,5.11,-428.0
2000-04-25,5.0,7.1,,5.11,-428.0
2000-04-26,5.0,7.1,,5.12,-428.0
2000-04-27,5.0,7.1,,5.11,-428.0
2000-04-28,5.0,7.1,,5.08,-428.0
2000-04-29,5.0,7.1,,5.06,-428.0
2000-04-30,5.0,,,,-428.0
2000-05-01,5.0,,,,1256.3
2000-05-02,5.0,7.1,,5.11,1256.3
2000-05-03,5.0,7.1,,5.12,1256.3
2000-05-04,5.0,7.1,,5.14,1256.3
2000-05-05,5.0,,,,1256.3
2000-05-06,5.0,7.1,,5.06,1256.3
2000-05-07,5.0,,,,1256.3
2000-05-08,5.0,7.1,,5.1,1256.3
2000-05-09,5.0,7.11,,5.11,1256.3
2000-05-10,5.0,7.12,,5.11,1256.3
2000-05-11,5.0,,,,1256.3
2000-05-12,5.0,7.13,,5.08,1256.3
2000-05-13,5.0,7.13,,5.08,1256.3
2000-05-14,5.0,,,,1256.3
2000-05-15,5.0,7.15,,5.13,1256.3
2000-05-16,5.0,7.15,,5.12,1256.3
2000-05-17,5.0,7.15,,5.13,1256.3
2000-05-18,5.0,7.15,,5.13,1256.3
2000-05-19,5.0,7.15,,5.09,1256.3
2000-05-20,5.0,7.15,,5.11,1256.3
2000-05-21,5.0,,,,1256.3
2000-05-22,5.0,7.15,,5.1,1256.3
2000-05-23,5.0,7.16,,5.13,1256.3
2000-05-24,5.0,7.16,,5.12,1256.3
2000-05-25,5.0,7.16,,5.13,1256.3
2000-05-26,5.0,7.16,,5.16,1256.3
2000-05-27,5.0,7.16,,5.08,1256.3
2000-05-28,5.0,,,,1256.3
2000-05-29,5.0,7.16,,5.11,1256.3
2000-05-30,5.0,7.16,,5.12,1256.3
2000-05-31,5.0,7.16,,5.12,1256.3
2000-06-01,5.0,7.16,,5.12,1622.9
2000-06-02,5.0,7.16,,5.11,1622.9
2000-06-03,5.0,7.16,,5.08,1622.9
2000-06-04,5.0,,,,1622.9
2000-06-05,5.0,7.16,,5.12,1622.9
2000-06-06,5.0,,,,1622.9
2000-06-07,5.0,7.16,,5.08,1622.9
2000-06-08,5.0,7.16,,5.12,1622.9
2000-06-09,5.0,7.16,,5.07,1622.9
2000-06-10,5.0,7.16,,5.04,1622.9
2000-06-11,5.0,,,,1622.9
2000-06-12,5.0,7.16,,5.13,1622.9
2000-06-13,5.0,7.18,,5.12,1622.9
2000-06-14,5.0,7.18,,5.13,1622.9
2000-06-15,5.0,7.18,,5.16,1622.9
2000-06-16,5.0,7.19,,5.12,1622.9
2000-06-17,5.0,7.18,,5.11,1622.9
2000-06-18,5.0,,,,1622.9
2000-06-19,5.0,7.18,,5.14,1622.9
2000-06-20,5.0,7.18,,5.13,1622.9
2000-06-21,5.0,7.18,,5.11,1622.9
2000-06-22,5.0,7.18,,5.06,1622.9
2000-06-23,5.0,7.18,,5.07,1622.9
2000-06-24,5.0,7.18,,5.1,1622.9
2000-06-25,5.0,,,,1622.9
2000-06-26,5.0,7.18,,5.15,1622.9
2000-06-27,5.0,7.18,,5.12,1622.9
2000-06-28,5.0,7.18,,5.11,1622.9
2000-06-29,5.0,7.18,,5.1,1622.9
2000-06-30,5.0,7.18,,5.16,1622.9
2000-07-01,5.0,7.18,,5.06,252.8
2000-07-02,5.0,,,,252.8
2000-07-03,5.0,7.18,,5.1,252.8
2000-07-04,5.0,7.18,,5.1,252.8
2000-07-05,5.0,7.18,,5.1,252.8
2000-07-06,5.0,7.18,,5.08,252.8
2000-07-07,5.0,7.18,,5.07,252.8
2000-07-08,5.0,7.18,,5.1,252.8
2000-07-09,5.0,,,,252.8
2000-07-10,5.0,7.18,,5.13,252.8
2000-07-11,5.0,7.18,,5.16,252.8
2000-07-12,5.0,7.18,,5.11,252.8
2000-07-13,5.0,7.18,,5.12,252.8
2000-07-14,5.0,7.18,,5.13,252.8
2000-07-15,5.0,7.18,,5.12,252.8
2000-07-16,5.0,,,,252.8
2000-07-17,5.0,,,,252.8
2000-07-18,5.0,7.17,,5.19,252.8
2000-07-19,5.0,7.16,,5.18,252.8
2000-07-20,5.0,7.15,,5.12,252.8
2000-07-21,5.0,7.15,,5.14,252.8
2000-07-22,5.0,7.15,,5.1,252.8
2000-07-23,5.0,,,,252.8
2000-07-24,5.0,7.11,,5.12,252.8
2000-07-25,5.0,7.1,,5.13,252.8
2000-07-26,5.0,7.08,,5.16,252.8
2000-07-27,5.0,7.09,,5.13,252.8
2000-07-28,5.0,7.07,,5.13,252.8
2000-07-29,5.0,7.06,,5.12,252.8
2000-07-30,5.0,,,,252.8
2000-07-31,5.0,7.06,,5.13,252.8
2000-08-01,5.0,7.06,,5.12,2137.6
2000-08-02,5.0,7.05,,5.13,2137.6
2000-08-03,5.0,7.05,,5.15,2137.6
2000-08-04,5.0,7.05,,5.14,2137.6
2000-08-05,5.0,7.05,,5.14,2137.6
2000-08-06,5.0,,,,2137.6
2000-08-07,5.0,7.05,,5.12,2137.6
2000-08-08,5.0,7.05,,5.17,2137.6
2000-08-09,5.0,7.04,,5.22,2137.6
2000-08-10,5.0,7.04,,5.14,2137.6
2000-08-11,5.0,7.04,,5.13,2137.6
2000-08-12,5.0,7.04,,5.06,2137.6
2000-08-13,5.0,,,,2137.6
2000-08-14,5.0,7.04,,5.1,2137.6
2000-08-15,5.0,,,,2137.6
2000-08-16,5.0,7.04,,5.11,2137.6
2000-08-17,5.0,7.04,,5.1,2137.6
2000-08-18,5.0,7.04,,5.14,2137.6
2000-08-19,5.0,7.04,,5.14,2137.6
2000-08-20,5.0,,,,2137.6
2000-08-21,5.0,7.04,,5.2,2137.6
2000-08-22,5.0,7.04,,5.02,2137.6
2000-08-23,5.0,7.03,,5.12,2137.6
2000-08-24,5.0,7.04,,5.12,2137.6
2000-08-25,5.0,7.04,,5.14,2137.6
2000-08-26,5.0,7.04,,5.13,2137.6
2000-08-27,5.0,,,,2137.6
2000-08-28,5.0,7.04,,5.1,2137.6
2000-08-29,5.0,7.05,,5.11,2137.6
2000-08-30,5.0,7.05,,5.1,2137.6
2000-08-31,5.0,7.05,,5.12,2137.6
2000-09-01,5.0,7.05,,5.06,1497.1
2000-09-02,5.0,7.05,,5.07,1497.1
2000-09-03,5.0,,,,1497.1
2000-09-04,5.0,7.05,,5.12,1497.1
2000-09-05,5.0,7.05,,5.13,1497.1
2000-09-06,5.0,7.05,,5.17,1497.1
2000-09-07,5.0,7.05,,5.05,1497.1
2000-09-08,5.0,7.04,,5.14,1497.1
2000-09-09,5.0,7.05,,5.12,1497.1
2000-09-10,5.0,,,,1497.1
2000-09-11,5.0,,,,1497.1
2000-09-12,5.0,,,,1497.1
2000-09-13,5.0,,,,1497.1
2000-09-14,5.0,7.05,,5.12,1497.1
2000-09-15,5.0,7.05,,5.13,1497.1
2000-09-16,5.0,7.05,,5.12,1497.1
2000-09-17,5.0,,,,1497.1
2000-09-18,5.0,7.05,,5.19,1497.1
2000-09-19,5.0,7.05,,5.11,1497.1
2000-09-20,5.0,7.05,,5.12,1497.1
2000-09-21,5.0,7.05,,5.14,1497.1
2000-09-22,5.0,7.05,,5.1,1497.1
2000-09-23,5.0,7.05,,5.15,1497.1
2000-09-24,5.0,,,,1497.1
2000-09-25,5.0,7.05,,5.1,1497.1
2000-09-26,5.0,7.05,,5.09,1497.1
2000-09-27,5.0,7.05,,5.08,1497.1
2000-09-28,5.0,7.05,,5.1,1497.1
2000-09-29,5.0,7.05,,5.03,1497.1
2000-09-30,5.0,7.05,,5.09,1497.1
2000-10-01,5.0,,,,489.3
2000-10-02,5.0,7.05,,5.09,489.3
2000-10-03,5.0,,,,489.3
2000-10-04,5.0,7.05,,5.11,489.3
2000-10-05,5.25,7.05,,5.3,489.3
2000-10-06,5.25,7.05,,5.32,489.3
2000-10-07,5.25,7.05,,5.26,489.3
2000-10-08,5.25,,,,489.3
2000-10-09,5.25,7.04,,5.3,489.3
2000-10-10,5.25,7.04,,5.31,489.3
2000-10-11,5.25,7.04,,5.33,489.3
2000-10-12,5.25,7.04,,5.32,489.3
2000-10-13,5.25,7.04,,5.32,489.3
2000-10-14,5.25,7.04,,5.32,489.3
2000-10-15,5.25,,,,489.3
2000-10-16,5.25,7.04,,5.36,489.3
2000-10-17,5.25,7.04,,5.34,489.3
2000-10-18,5.25,7.04,,5.41,489.3
2000-10-19,5.25,7.04,,5.35,489.3
2000-10-20,5.25,7.04,,5.35,489.3
2000-10-21,5.25,7.04,,5.32,489.3
2000-10-22,5.25,,,,489.3
2000-10-23,5.25,7.04,,5.43,489.3
2000-10-24,5.25,7.04,,5.34,489.3
2000-10-25,5.25,6.29,,5.4,489.3
2000-10-26,5.25,7.04,,5.42,489.3
2000-10-27,5.25,7.03,,5.3,489.3
2000-10-28,5.25,7.02,,5.3,489.3
2000-10-29,5.25,,,,489.3
2000-10-30,5.25,7.02,,5.34,489.3
2000-10-31,5.25,7.02,,5.37,489.3
2000-11-01,5.25,7.02,,5.34,478.7
2000-11-02,5.25,7.02,,5.32,478.7
2000-11-03,5.25,7.02,,5.31,478.7
2000-11-04,5.25,7.02,,5.3,478.7
2000-11-05,5.25,,,,478.7
2000-11-06,5.25,7.02,,5.35,478.7
2000-11-07,5.25,7.02,,5.26,478.7
2000-11-08,5.25,7.01,,5.35,478.7
2000-11-09,5.25,7.0,,5.33,478.7
2000-11-10,5.25,7.0,,5.37,478.7
2000-11-11,5.25,7.0,,5.34,478.7
2000-11-12,5.25,,,,478.7
2000-11-13,5.25,7.0,,5.4,478.7
2000-11-14,5.25,7.0,,5.39,478.7
2000-11-15,5.25,7.0,,5.34,478.7
2000-11-16,5.25,6.99,,5.33,478.7
2000-11-17,5.25,6.99,,5.34,478.7
2000-11-18,5.25,6.99,,5.31,478.7
2000-11-19,5.25,,,,478.7
2000-11-20,5.25,6.99,,5.34,478.7
2000-11-21,5.25,6.99,,5.32,478.7
2000-11-22,5.25,6.98,,5.25,478.7
2000-11-23,5.25,6.98,,5.34,478.7
2000-11-24,5.25,6.97,,5.33,478.7
2000-11-25,5.25,6.96,,5.35,478.7
2000-11-26,5.25,,,,478.7
2000-11-27,5.25,6.95,,5.36,478.7
2000-11-28,5.25,6.94,,5.3,478.7
2000-11-29,5.25,6.94,,5.33,478.7
2000-11-30,5.25,6.94,,5.32,478.7
2000-12-01,5.25,6.92,,5.32,1093.8
2000-12-02,5.25,6.91,,5.29,1093.8
2000-12-03,5.25,,,,1093.8
2000-12-04,5.25,6.9,,5.29,1093.8
2000-12-05,5.25,6.9,,5.29,1093.8
2000-12-06,5.25,6.9,,5.33,1093.8
2000-12-07,5.25,6.9,,5.24,1093.8
2000-12-08,5.25,6.9,,5.35,1093.8
2000-12-09,5.25,6.9,,5.36,1093.8
2000-12-10,5.25,,,,1093.8
2000-12-11,5.25,6.9,,5.33,1093.8
2000-12-12,5.25,6.9,,5.31,1093.8
2000-12-13,5.25,6.9,,5.3,1093.8
2000-12-14,5.25,6.88,,5.32,1093.8
2000-12-15,5.25,6.88,,5.33,1093.8
2000-12-16,5.25,6.88,,5.29,1093.8
2000-12-17,5.25,,,,1093.8
2000-12-18,5.25,6.88,,5.32,1093.8
2000-12-19,5.25,6.88,,5.32,1093.8
2000-12-20,5.25,6.88,,5.32,1093.8
2000-12-21,5.25,6.88,,5.27,1093.8
2000-12-22,5.25,6.88,,5.23,1093.8
2000-12-23,5.25,6.88,,5.29,1093.8
2000-12-24,5.25,,,,1093.8
2000-12-25,5.25,,,,1093.8
2000-12-26,5.25,6.88,,5.34,1093.8
2000-12-27,5.25,6.88,,5.32,1093.8
2000-12-28,5.25,6.88,,5.33,1093.8
2000-12-29,5.25,6.88,,5.28,1093.8
2000-12-30,5.25,6.87,,6.08,1093.8
2000-12-31,5.25,,,,1093.8
2001-01-01,5.25,,,,1080.3
2001-01-02,5.25,6.88,,5.28,1080.3
2001-01-03,5.25,6.87,,5.28,1080.3
2001-01-04,5.25,6.77,,5.3,1080.3
2001-01-05,5.25,6.68,,5.34,1080.3
2001-01-06,5.25,,,,1080.3
2001-01-07,5.25,,,,1080.3
2001-01-08,5.25,6.66,,5.32,1080.3
2001-01-09,5.25,6.64,,5.3,1080.3
2001-01-10,5.25,6.64,,5.32,1080.3
2001-01-11,5.25,6.62,,5.32,1080.3
2001-01-12,5.25,6.59,,5.33,1080.3
2001-01-13,5.25,,,,1080.3
2001-01-14,5.25,,,,1080.3
2001-01-15,5.25,6.57,,5.3,1080.3
2001-01-16,5.25,6.55,,5.31,1080.3
2001-01-17,5.25,6.37,,5.31,1080.3
2001-01-18,5.25,6.24,,5.32,1080.3
2001-01-19,5.25,6.16,,5.28,1080.3
2001-01-20,5.25,,,,1080.3
2001-01-21,5.25,,,,1080.3
2001-01-22,5.25,6.08,,5.2,1080.3
2001-01-23,5.25,,,,1080.3
2001-01-24,5.25,,,,1080.3
2001-01-25,5.25,,,,1080.3
2001-01-26,5.25,6.05,,5.24,1080.3
2001-01-27,5.25,,,,1080.3
2001-01-28,5.25,,,,1080.3
2001-01-29,5.25,6.04,,5.29,1080.3
2001-01-30,5.25,6.0,,5.28,1080.3
2001-01-31,5.25,5.94,,5.27,1080.3
2001-02-01,5.25,5.91,,5.3,-72.1
2001-02-02,5.25,5.89,,5.28,-72.1
2001-02-03,5.25,,,,-72.1
2001-02-04,5.25,,,,-72.1
2001-02-05,5.25,5.86,,5.3,-72.1
2001-02-06,5.25,5.83,,5.31,-72.1
2001-02-07,5.25,5.8,,5.28,-72.1
2001-02-08,5.0,5.8,,5.06,-72.1
2001-02-09,5.0,5.78,,5.06,-72.1
2001-02-10,5.0,,,,-72.1
2001-02-11,5.0,,,,-72.1
2001-02-12,5.0,5.75,,5.07,-72.1
2001-02-13,5.0,5.73,,5.05,-72.1
2001-02-14,5.0,5.69,,5.05,-72.1
2001-02-15,5.0,5.67,,5.06,-72.1
2001-02-16,5.0,5.66,,5.08,-72.1
2001-02-17,5.0,,,,-72.1
2001-02-18,5.0,,,,-72.1
2001-02-19,5.0,5.63,,5.06,-72.1
2001-02-20,5.0,5.61,,5.06,-72.1
2001-02-21,5.0,5.62,,5.04,-72.1
2001-02-22,5.0,5.62,,4.99,-72.1
2001-02-23,5.0,5.65,,5.06,-72.1
2001-02-24,5.0,,,,-72.1
2001-02-25,5.0,,,,-72.1
2001-02-26,5.0,5.68,,5.07,-72.1
2001-02-27,5.0,5.69,,5.05,-72.1
2001-02-28,5.0,5.68,,5.06,-72.1
2001-03-01,5.0,,,,1389.8
2001-03-02,5.0,5.67,,5.03,1389.8
2001-03-03,5.0,,,,1389.8
2001-03-04,5.0,,,,1389.8
2001-03-05,5.0,5.66,,5.07,1389.8
2001-03-06,5.0,5.67,,5.07,1389.8
2001-03-07,5.0,5.68,,5.02,1389.8
2001-03-08,5.0,5.69,,5.04,1389.8
2001-03-09,5.0,5.68,,5.09,1389.8
2001-03-10,5.0,,,,1389.8
2001-03-11,5.0,,,,1389.8
2001-03-12,5.0,5.68,,5.02,1389.8
2001-03-13,5.0,5.68,,5.0,1389.8
2001-03-14,5.0,5.68,,5.0,1389.8
2001-03-15,5.0,5.67,,5.0,1389.8
2001-03-16,5.0,5.67,,5.07,1389.8
2001-03-17,5.0,,,,1389.8
2001-03-18,5.0,,,,1389.8
2001-03-19,5.0,5.67,,5.0,1389.8
2001-03-20,5.0,5.67,,5.01,1389.8
2001-03-21,5.0,5.68,,5.03,1389.8
2001-03-22,5.0,5.69,,4.99,1389.8
2001-03-23,5.0,5.69,,5.01,1389.8
2001-03-24,5.0,,,,1389.8
2001-03-25,5.0,,,,1389.8
2001-03-26,5.0,5.69,,5.02,1389.8
2001-03-27,5.0,5.69,,5.0,1389.8
2001-03-28,5.0,5.7,,4.98,1389.8
2001-03-29,5.0,5.7,,4.98,1389.8
2001-03-30,5.0,5.7,,4.96,1389.8
2001-03-31,5.0,,,,1389.8
2001-04-01,5.0,,,,-54.0
2001-04-02,5.0,5.74,,4.99,-54.0
2001-04-03,5.0,5.81,,5.01,-54.0
2001-04-04,5.0,5.87,,5.01,-54.0
2001-04-05,5.0,,,,-54.0
2001-04-06,5.0,5.87,,5.04,-54.0
2001-04-07,5.0,,,,-54.0
2001-04-08,5.0,,,,-54.0
2001-04-09,5.0,5.87,,5.01,-54.0
2001-04-10,5.0,5.84,,5.02,-54.0
2001-04-11,5.0,5.84,,5.02,-54.0
2001-04-12,5.0,5.83,,5.01,-54.0
2001-04-13,5.0,5.83,,5.03,-54.0
2001-04-14,5.0,,,,-54.0
2001-04-15,5.0,,,,-54.0
2001-04-16,5.0,5.83,,5.01,-54.0
2001-04-17,5.0,5.83,,5.01,-54.0
2001-04-18,5.0,5.83,,5.0,-54.0
2001-04-19,5.0,5.83,,5.0,-54.0
2001-04-20,5.0,5.83,,5.05,-54.0
2001-04-21,5.0,,,,-54.0
2001-04-22,5.0,,,,-54.0
2001-04-23,5.0,5.83,,5.02,-54.0
2001-04-24,5.0,5.83,,5.01,-54.0
2001-04-25,5.0,5.84,,5.01,-54.0
2001-04-26,5.0,5.86,,5.03,-54.0
2001-04-27,5.0,5.89,,4.98,-54.0
2001-04-28,5.0,,,,-54.0
2001-04-29,5.0,,,,-54.0
2001-04-30,5.0,5.92,,5.01,-54.0
2001-05-01,5.0,,,,950.8
2001-05-02,5.0,5.9,,5.02,950.8
2001-05-03,5.0,5.9,,5.0,950.8
2001-05-04,5.0,5.89,,4.99,950.8
2001-05-05,5.0,,,,950.8
2001-05-06,5.0,,,,950.8
2001-05-07,5.0,5.89,,4.92,950.8
2001-05-08,5.0,5.89,,5.0,950.8
2001-05-09,5.0,5.89,,5.01,950.8
2001-05-10,5.0,5.89,,5.02,950.8
2001-05-11,5.0,5.89,,5.05,950.8
2001-05-12,5.0,,,,950.8
2001-05-13,5.0,,,,950.8
2001-05-14,5.0,5.89,,5.01,950.8
2001-05-15,5.0,5.89,,5.01,950.8
2001-05-16,5.0,5.88,,5.0,950.8
2001-05-17,5.0,5.87,,5.01,950.8
2001-05-18,5.0,5.85,,5.01,950.8
2001-05-19,5.0,,,,950.8
2001-05-20,5.0,,,,950.8
2001-05-21,5.0,5.83,,5.04,950.8
2001-05-22,5.0,5.83,,5.02,950.8
2001-05-23,5.0,5.83,,5.02,950.8
2001-05-24,5.0,5.82,,5.02,950.8
2001-05-25,5.0,5.82,,5.01,950.8
2001-05-26,5.0,,,,950.8
2001-05-27,5.0,,,,950.8
2001-05-28,5.0,5.81,,5.01,950.8
2001-05-29,5.0,5.8,,5.01,950.8
2001-05-30,5.0,5.78,,5.01,950.8
2001-05-31,5.0,5.77,,5.01,950.8
2001-06-01,5.0,5.76,,5.07,926.6
2001-06-02,5.0,,,,926.6
2001-06-03,5.0,,,,926.6
2001-06-04,5.0,5.74,,5.01,926.6
2001-06-05,5.0,5.74,,5.02,926.6
2001-06-06,5.0,,,,926.6
2001-06-07,5.0,5.74,,4.95,926.6
2001-06-08,5.0,5.73,,5.02,926.6
2001-06-09,5.0,,,,926.6
2001-06-10,5.0,,,,926.6
2001-06-11,5.0,5.73,,5.03,926.6
2001-06-12,5.0,5.7,,5.02,926.6
2001-06-13,5.0,5.67,,5.02,926.6
2001-06-14,5.0,5.64,,5.02,926.6
2001-06-15,5.0,5.62,,5.04,926.6
2001-06-16,5.0,,,,926.6
2001-06-17,5.0,,,,926.6
2001-06-18,5.0,5.61,,5.01,926.6
2001-06-19,5.0,5.61,,5.0,926.6
2001-06-20,5.0,5.6,,5.0,926.6
2001-06-21,5.0,5.6,,5.04,926.6
2001-06-22,5.0,5.6,,4.94,926.6
2001-06-23,5.0,,,,926.6
2001-06-24,5.0,,,,926.6
2001-06-25,5.0,5.59,,5.01,926.6
2001-06-26,5.0,5.58,,5.01,926.6
2001-06-27,5.0,5.57,,5.0,926.6
2001-06-28,5.0,5.57,,4.98,926.6
2001-06-29,5.0,5.57,,4.99,926.6
2001-06-30,5.0,,,,926.6
2001-07-01,5.0,,,,-257.5
2001-07-02,5.0,5.56,,4.99,-257.5
2001-07-03,5.0,5.55,,4.98,-257.5
2001-07-04,5.0,5.53,,4.98,-257.5
2001-07-05,4.75,5.5,,4.77,-257.5
2001-07-06,4.75,5.46,,4.75,-257.5
2001-07-07,4.75,,,,-257.5
2001-07-08,4.75,,,,-257.5
2001-07-09,4.75,5.44,,4.78,-257.5
2001-07-10,4.75,5.43,,4.78,-257.5
2001-07-11,4.75,5.41,,4.78,-257.5
2001-07-12,4.75,5.38,,4.78,-257.5
2001-07-13,4.75,5.37,,4.78,-257.5
2001-07-14,4.75,,,,-257.5
2001-07-15,4.75,,,,-257.5
2001-07-16,4.75,5.35,,4.78,-257.5
2001-07-17,4.75,,,,-257.5
2001-07-18,4.75,5.33,,4.76,-257.5
2001-07-19,4.75,5.29,,4.76,-257.5
2001-07-20,4.75,5.22,,4.8,-257.5
2001-07-21,4.75,,,,-257.5
2001-07-22,4.75,,,,-257.5
2001-07-23,4.75,5.17,,4.79,-257.5
2001-07-24,4.75,5.16,,4.78,-257.5
2001-07-25,4.75,5.14,,4.78,-257.5
2001-07-26,4.75,5.12,,4.79,-257.5
2001-07-27,4.75,5.11,,4.79,-257.5
2001-07-28,4.75,,,,-257.5
2001-07-29,4.75,,,,-257.5
2001-07-30,4.75,5.11,,4.76,-257.5
2001-07-31,4.75,5.14,,4.77,-257.5
2001-08-01,4.75,5.13,,4.77,351.4
2001-08-02,4.75,5.12,,4.76,351.4
2001-08-03,4.75,5.11,,4.75,351.4
2001-08-04,4.75,,,,351.4
2001-08-05,4.75,,,,351.4
